,tweet,created_at
408,"As Facebook COO Sheryl Sandberg grapples with an ongoing parade of company scandals, the women’s movement she started is stagnant. https://www.buzzfeednews.com/article/carolineodonovan/facebooks-sheryl-sandberg-was-supposed-to-change-the-world?bftwnews&utm_term=4ldqpgc#4ldqpgc …",1545697920000
409,"Major Android apps like Tinder, Grindr and Pregnancy+ are quietly transmitting sensitive user data to Facebook, according to a new report https://www.buzzfeednews.com/article/charliewarzel/apps-are-revealing-your-private-information-to-facebook-and?bftwnews&utm_term=4ldqpgc#4ldqpgc …",1545696120000
410,These true crime features and other gripping stories totally shocked us in 2018 📚 https://www.buzzfeednews.com/article/marisacarroll/the-best-crime-and-justice-reporting-2018?bftwnews&utm_term=4ldqpgc#4ldqpgc …,1545694320000
411,Former Disney Channel actor Stoney Westmoreland has been charged with six felony counts after being arrested earlier this month for trying to have sex with a 13-year-old. https://www.buzzfeednews.com/article/mbvd/disney-channel-actor-charged?bftwnews&utm_term=4ldqpgc#4ldqpgc …,1545692196000
412,"A high school athletic trainer claimed his unorthodox treatments would change players’ lives. Dozens of victims say school officials, including one who’s now a state lawmaker, kept “Doc’s” secrets. https://www.buzzfeednews.com/article/tylerkingkade/miles-city-james-jensen-fred-anderson-larry-nassar?bftwnews&utm_term=4ldqpgc#4ldqpgc …",1545690736000
413,A Muslim cleric who was ousted from a second mosque for alleged bad behavior — but his current employer is sticking by him. https://www.buzzfeednews.com/article/hannahallam/zia-ul-haq-sheikh-sexual-misconduct-allegations?bftwnews&utm_term=4ldqpgc#4ldqpgc …,1545688860000
414,Kevin Spacey Released A Bizarre Video After Being Charged With Felony Sexual Assault https://www.buzzfeednews.com/article/juliareinstein/kevin-spacey-sexual-assault-charges?bftwnews&utm_term=4ldqpgc#4ldqpgc …,1545685042000
415,Former president Barack Obama surprised kids with presents at a children's hospital pic.twitter.com/QXVRBtVUEY,1545683520000
416,The New York Stock Exchange had its worst Christmas Eve ever.  Here's what happened: https://www.buzzfeednews.com/article/blakemontgomery/heres-what-happened-with-the-stock-market-on-christmas-eve?bftwnews&utm_term=4ldqpgc#4ldqpgc …,1545683505000
417,A high school wrestling referee is facing a civil rights investigation after he reportedly forced a black student to cut off his dreadlocks or forfeit a match https://www.buzzfeednews.com/article/juliareinstein/referee-civil-rights-investigation-wrestling?bfignews&utm_term=4ldqpgp#4ldqpgp …,1545679721000
418,A group of architects created a small city made entirely out of gingerbread 😲 pic.twitter.com/dBOTSssJPU,1545678480000
419,"LeBron James apologized for an Instagram Story that showed him singing along to lyrics that referenced ""Jewish money"" https://www.buzzfeednews.com/article/blakemontgomery/lebron-apologizes-jewish-money?bfignews&utm_term=4ldqpgp#4ldqpgp …",1545676468000
420,"A college student was told to remove a ""Fuck Nazis"" sign because it wasn't ""inclusive"" https://www.buzzfeednews.com/article/leticiamiranda/a-college-student-was-told-to-remove-a-fuck-nazis-sign?bftwnews&utm_term=4ldqpgc#4ldqpgc …",1545670581000
421,This dog was so excited for his vet appointment that he couldn't stop jumping up and down 🐶 pic.twitter.com/G23iLMK2hy,1545669048000
422,"""We have to be careful when our faves are going through things and we want to automatically conclude"": @JeffJSays wants people to be more empathetic when talking about Kanye West's mental health.   Catch #HellaOpinions live Wednesdays at 9pm ET, right here on Twitter 🍹 pic.twitter.com/9IqkVptLTQ",1545668220000
423,"The couple arrested in connection with the Gatwick drone disruption say they feel ""completely violated"" https://www.buzzfeed.com/alanwhite/couple-arrested-gatwick-drone?bftwnews&utm_term=4ldqpgc#4ldqpgc …",1545667988000
424,25 Pictures From Christmas Past That Show Just How Much The Holiday Has Changed https://www.buzzfeednews.com/article/gabrielsanchez/the-spirit-of-christmas?bftwnews&utm_term=4ldqpgc#4ldqpgc …,1545667799000
425,🎥 @AM2DM rounded up their fave feel-good stories from 2018 for a very special year-end episode. #AM2DM https://live.twitter.com/am2dm ,1545665105000
426,PROFILE host @ismashfizzle lets us in on her holiday season favorites ❄️🎄  Follow the show on Facebook for her interviews with the biggest names in news and entertainment 👉  http://facebook.com/profilebuzzfeednews … pic.twitter.com/4HiNaCFdex,1545663619000
427,25 pictures from Christmas past that show just how much the holiday has changed  https://www.buzzfeednews.com/article/gabrielsanchez/the-spirit-of-christmas?bftwnews&utm_term=4ldqpgc#4ldqpgc …,1545660181000
428,"A major turkey supplier is recalling more than 164,000 pounds of raw meat because it could have salmonella https://www.buzzfeednews.com/article/briannasacks/jennie-o-turkey-announced-another-recall?bftwnews&utm_term=4ldqpgc#4ldqpgc …",1545658260000
429,The mystery grand jury dispute involving a foreign-owned company is now at the Supreme Court https://www.buzzfeednews.com/article/chrisgeidner/mystery-grand-jury-dispute-mueller-scotus?bftwnews&utm_term=4ldqpgc#4ldqpgc …,1545656580000
430,Police have said there might be no drones at Gatwick airport but are looking into 67 reported drone sightings https://www.buzzfeednews.com/article/ellievhall/drones-gatwick-airport-grounded-christmas-holiday-travel?bftwuk&bftwnews&utm_term=4ldqpgc#4ldqpgc …,1545655680000
431,New surveillance video appears to show the Proud Boys starting the violent New York fight https://www.buzzfeednews.com/article/briannasacks/surveillance-video-proud-boys-new-york-fight?bftwnews&utm_term=4ldqpgc#4ldqpgc …,1545654780000
432,These photos show the aftermath of the deadly tsunami in Indonesia  https://www.buzzfeednews.com/article/talalansari/photos-aftermath-deadly-tsunami-indonesia?bftwnews&utm_term=4ldqpgc#4ldqpgc … pic.twitter.com/QzxjiQdumj,1545652860000
433,"Glennon Doyle has been encouraging her mostly white fans to speak up and empower themselves. What happens when her new advice is to shut up, listen, and let women of color lead the way? https://www.buzzfeednews.com/article/shannonkeating/glennon-doyle-together-live-white-women-racial-justice?bftwnews&utm_term=4ldqpgc#4ldqpgc …",1545651180000
434,Indonesia's disaster agency has warned that continued volcanic activity could lead to another tsunami https://www.buzzfeednews.com/article/skbaer/indonesia-tsunami?bftwnews&utm_term=4ldqpgc#4ldqpgc …,1545649639000
435,Former Gossip Girl actor Penn Badgley called out privileged white performers who he says take roles that should go to actors from marginalized communities. https://www.buzzfeednews.com/article/michaelblackmon/penn-badgley-white-actors?bftwnews&utm_term=4ldqpgc#4ldqpgc …,1545649320000
436,“Just because we have ‘gay’ in our title doesn’t make any of us any less of an athlete.” https://www.buzzfeednews.com/article/skarlan/dirt-glitter-and-grit-at-the-world-gay-rodeo-finals?bftwnews&utm_term=4ldqpgc#4ldqpgc …,1545647521000
437,A black high school wrestler was reportedly forced to cut off his dreadlocks or else forfeit a match Wednesday in New Jersey. https://www.buzzfeednews.com/article/juliareinstein/black-high-school-wrestler-forced-haircut-dreadlocks-referee?bftwnews&utm_term=4ldqpgc#4ldqpgc …,1545645720000
438,"Cardi B's music video for ""Money"" argualbly contains some of the most FIRE visuals of 2018 🔥 https://www.buzzfeednews.com/article/michaelblackmon/cardi-b-money-music-video?bftwnews&utm_term=4ldqpgc#4ldqpgc …",1545643860000
439,"Pippin, the dog who became the profile photo and brand icon for WeRateDogs, one of the internet’s most beloved and wholesome social media accounts, has died.  https://www.buzzfeednews.com/article/tanyachen/pippin-we-rate-dogs-dies?bftwnews&utm_term=4ldqpgc#4ldqpgc … pic.twitter.com/2ZqQjBwvs5",1545642120000
440,"After a toddler’s death, the FDA is warning parents against the use of teething necklaces and bracelets https://www.buzzfeednews.com/article/carolinekee/fda-warns-teething-jewerly-risky-baby-death?bftwnews&utm_term=4ldqpgc#4ldqpgc …",1545640260000
441,New surveillance video appears to show the Proud Boys starting the violent New York fight  https://www.buzzfeednews.com/article/briannasacks/surveillance-video-proud-boys-new-york-fight?bftwuk&utm_term=4ldqpgm#4ldqpgm …,1545640100000
442,The withdrawal at al-Tanf added to the concerns among US partner forces in Syria that they will be abandoned mid-fight https://www.buzzfeednews.com/article/mikegiglio/mattis-tanf-base-syria-closure?bftwnews&utm_term=4ldqpgc#4ldqpgc …,1545638640000
443,An ally of Steve Bannon went to South Africa and did firearms training with a white nationalist group that participated in the  Charlottesville Unite the Right rally https://www.buzzfeednews.com/article/lesterfeder/bannon-ally-under-fire-for-doing-weapons-training-with?bftwnews&utm_term=4ldqpgc#4ldqpgc …,1545636840000
444,"As Europe’s right wing bands together, the left is splintering. Yanis Varoufakis wants to be the one to unite them — but can that be done? https://www.buzzfeednews.com/article/lesterfeder/yanis-varoufakis-unite-europe-left-right-wing-steve-bannon?bftwnews&utm_term=4ldqpgc#4ldqpgc …",1545635040000
445,"The spread of misinformation in Nigeria is threatening to upend its upcoming elections, so Nigerian journalists have united across newsrooms to fight it. https://www.buzzfeednews.com/article/tamerragriffin/crosscheck-nigeria-election-fake-news-buhari-clone-debunk?bftwnews&utm_term=4ldqpgc#4ldqpgc …",1545633180000
446,The US has convinced some of its top allies around the world to join it in condemning Chinese hacking. https://www.buzzfeednews.com/article/kevincollier/us-countries-condemn-china-hacking?bftwnews&utm_term=4ldqpgc#4ldqpgc …,1545631440000
447,A man who was freed from being stuck in an airport for 9 months says he stills feels trapped https://www.buzzfeednews.com/article/rosebuchanan/hassan-al-kontar-syria-refugee-canada-malaysia-airport?bftwnews&utm_term=4ldqpgc#4ldqpgc …,1545629580000
448,"""I don't have a lot of time to deal with feelings"": @Mouse_Jones on why it's hard for black men to talk about mental health.  Catch #HellaOpinions live Wednesdays at 9pm ET, right here on Twitter 🍹 pic.twitter.com/901OXCtx6z",1545628440000
449,"Trump excluded Democrats from a meeting about the government shutdown, which is now expected to last until at least Dec. 27. https://www.buzzfeednews.com/article/lissandravilla/shutdown-government-trump-white-house …",1545627840000
450,More than 222 people have been killed and hundreds more injured after a powerful tsunami struck Indonesia. https://www.buzzfeednews.com/article/skbaer/indonesia-tsunami?bftwnews&utm_term=4ldqpgc#4ldqpgc …,1545625980000
451,"Trump is pushing Defense Secretary Mattis out two months early, after he resigned and cited differences with the president over his decision to withdraw troops from Syria and Afghanistan. https://www.buzzfeednews.com/article/nidhiprakash/trump-pushing-mattis-out-early?bftwnews&utm_term=4ldqpgc#4ldqpgc …",1545624180000
452,Am I the only one who feels like 2018 wore them the hell out? 😪 https://www.buzzfeednews.com/article/scaachikoul/2018-year-end-exhaustion?bftwnews&utm_term=4ldqpgc#4ldqpgc …,1545622380000
453,Here are some the best book recommendations of 2018 from top authors 📚: https://www.buzzfeed.com/tomiobaro/your-favorite-authors-share-what-they-read-this-year?bftwnews&utm_term=4ldqpgc#4ldqpgc …,1545620460000
454,"The death toll from the tsunami in Indonesia has risen to 281 with more than 1,000 people injured and dozens missing  https://www.buzzfeednews.com/article/skbaer/indonesia-tsunami?bftwnews&utm_term=4ldqpgc#4ldqpgc …",1545619478000
455,"The Real Lolita author Sarah Weinman on the crime writing that burrowed deep into her psyche and stayed there for a long, long time. https://www.buzzfeednews.com/article/sarahweinman/best-thrillers-crime-writing-2018?bftwnews&utm_term=4ldqpgc#4ldqpgc …",1545618780000
456,Chief Justice John Roberts has placed the Supreme Court in the middle of a dispute largely hidden from the public over documents being sought by a federal grand jury from a company owned by a foreign country https://www.buzzfeednews.com/article/chrisgeidner/mystery-grand-jury-dispute-mueller-scotus?bftwnews&utm_term=4ldqpgc#4ldqpgc …,1545617776000
457,"How Becky G relaunched her music career — in Spanish: “I didn’t have friends. I didn’t really know what people’s intentions were, and things were always very cold, and the industry was very payola.” https://www.buzzfeednews.com/article/pdominguez/becky-g-latin-pop-youtube-maluma-bad-bunny-natti-natasha?bftwnews&utm_term=4ldqpgc#4ldqpgc …",1545616980000
458,"""We have to be careful when our faves are going through things and we want to automatically conclude"": @JeffJSays wants people to be more empathetic when talking about Kanye West's mental health.   Catch #HellaOpinions live Wednesdays at 9pm ET, right here on Twitter 🍹 pic.twitter.com/mGNdrImmJf",1545616811000
459,"The Jennie-O Turkey Store is recalling more than 164,000 pounds of raw turkey.   The ongoing salmonella outbreak has sickened 216 people across 38 states https://www.buzzfeednews.com/article/briannasacks/jennie-o-turkey-announced-another-recall?bftwnews&utm_term=4ldqpgc#4ldqpgc …",1545615504000
460,The #MeToo movement has changed how the US looks at sexual assault — but there's still far to go. https://www.buzzfeednews.com/article/marisacarroll/me-too-movement-what-now-2018?bftwnews&utm_term=4ldqpgc#4ldqpgc …,1545615120000
461,Leah Remini says she received backlash for speaking out about Scientology — but she doesn’t care if it hurts her career.  Watch the full episode on PROFILE:   https://www.facebook.com/profilebuzzfeednews/videos/364959974081449/ …,1545613783000
462,Latest on Indonesia tsunami:   • At least 222 people dead • Over 800 others are injured • Dozens remain unaccounted for  https://www.buzzfeednews.com/article/skbaer/indonesia-tsunami?bftwnews&utm_term=4ldqpgc#4ldqpgc …,1545613359000
463,Is anybody nostalgic for the Clintons? https://www.buzzfeednews.com/article/katherinemiller/bill-and-hillary-clinton-speaking-tour-legacy?bftwnews&utm_term=4ldqpgc#4ldqpgc …,1545613260000
464,"Customs and Border Protection has been accused of not giving a 7-year-old Guatemalan child, who died in their custody, water https://www.buzzfeednews.com/article/johnstanton/7-year-old-guatemalan-water-us-custody?bftwnews&utm_term=4ldqpgc#4ldqpgc …",1545611520000
465,These gripping crime stories left us blown away in 2018 https://www.buzzfeednews.com/article/marisacarroll/the-best-crime-and-justice-reporting-2018?bftwnews&utm_term=4ldqpgc#4ldqpgc …,1545609720000
466,These photos show how Christmas has changed over the years  https://www.buzzfeednews.com/article/gabrielsanchez/the-spirit-of-christmas?bftwnews&utm_term=4ldqpgc#4ldqpgc … pic.twitter.com/r0dEExeiDe,1545607909000
467,"A high school athletic trainer claimed his unorthodox treatments would change players’ lives. Dozens of victims say school officials, including one who’s now a state lawmaker, kept “Doc’s” secrets. https://www.buzzfeednews.com/article/tylerkingkade/miles-city-james-jensen-fred-anderson-larry-nassar?bftwnews&utm_term=4ldqpgc#4ldqpgc …",1545607860000
468,A Muslim cleric who was ousted from at least two mosques amid claims of sexual misconduct with young women he’d mentored now works at a Texas mosque that’s standing by him despite a former employer’s warning and a civil lawsuit. https://www.buzzfeednews.com/article/hannahallam/zia-ul-haq-sheikh-sexual-misconduct-allegations?bftwnews&utm_term=4ldqpgc#4ldqpgc …,1545606060000
469,Betsy DeVos's commission says a way to prevent school shootings is to drop disciplinary protections for minority students https://www.buzzfeednews.com/article/maryanngeorgantopoulos/betsy-devos-school-shooting-commission-racial-discipline?bftwnews&utm_term=4ldqpgc#4ldqpgc …,1545605880000
470,"The “Divergent” movies were supposed to be the next “Hunger Games.”   Instead, the franchise turned into a disaster https://www.buzzfeednews.com/article/kateaurthur/divergent-franchise-disaster?bftwnews&utm_term=4ldqpgc#4ldqpgc …",1545605752000
471,We asked some of our favorite authors to tell us the best things they read this year 📚  https://www.buzzfeed.com/tomiobaro/your-favorite-authors-share-what-they-read-this-year?bftwnews&utm_term=4ldqpgc#4ldqpgc … pic.twitter.com/MVeTAdOgF2,1545605640000
472,"Women are sharing a teacher's poignant final tweet, which was about gender violence, after she was murdered while out running in southern Spain  https://www.buzzfeednews.com/article/rosebuchanan/laura-luelmo-murder-spain?bftwnews&utm_term=4ldqpgc#4ldqpgc … pic.twitter.com/M7QyTrdt4w",1545603360000
473,"In a survey of top Democratic women of color, 71% of respondents put Kamala Harris in their top three choices for president https://www.buzzfeednews.com/article/ryancbrooks/kamala-harris-2020-president-black-women-survey?bftwnews&utm_term=4ldqpgc#4ldqpgc …",1545602280000
474,"""I don't have a lot of time to deal with feelings"": @Mouse_Jones on why it's hard for black men to talk about mental health.  Catch #HellaOpinions live Wednesdays at 9pm ET, right here on Twitter 🍹 pic.twitter.com/d25puoSHGZ",1545601029000
475,Has 2018 warped your conception of time? Take this quiz to see if you can remember what happened this year! https://www.buzzfeednews.com/article/matthewchampion/end-of-year-quiz-2018-world-news?bftwnews&utm_term=4ldqpgc#4ldqpgc …,1545600480000
476,Two members of the Indonesian pop group Seventeen were killed by a tsunami wave that swept through a venue on Saturday night https://www.buzzfeednews.com/article/leticiamiranda/indonesian-band-dead-missing-tsunami?bftwnews&utm_term=4ldqpgc#4ldqpgc …,1545600325000
477,“People need to be able to decipher fact from fiction. Just because your uncle sends you something on WhatsApp doesn’t make it true.” https://www.buzzfeednews.com/article/tamerragriffin/crosscheck-nigeria-election-fake-news-buhari-clone-debunk?bftwnews&utm_term=4ldqpgc#4ldqpgc …,1545599040000
478,The FBI agent who accidentally shot a man while dancing won’t go to jail https://www.buzzfeednews.com/article/juliareinstein/dancing-fbi-agent-shot-man-no-jail-time?bftwnews&utm_term=4ldqpgc#4ldqpgc …,1545598687000
479,We'll always remember 2018 for [SPOILERS] 🎬📺✨ https://www.buzzfeednews.com/article/louispeitzman/shocking-tv-movie-scenes-2018?bftwnews&utm_term=4ldqpgc#4ldqpgc …,1545596110000
480,Adult film actor Katrina Danforth was charged with allegedly being involved in a murder plot https://www.buzzfeednews.com/article/krystieyandoli/adult-film-porn-murder-arrest-katrina-dunforth?bftwnews&utm_term=4ldqpgc#4ldqpgc …,1545596100000
481,･ ｡  ☆∴｡　* 　･ﾟ*｡★･ 　　･ *ﾟ｡　　 * 　 ･ ﾟ*｡･ﾟ★｡ 　　　☆ﾟ･｡°*. ﾟ *　　ﾟ｡·*･｡ ﾟ* 　　　ﾟ *.｡☆｡★　･ 　　* ☆ ｡･ﾟ*.｡ 　　　 *　★ ﾟ･｡ *  ｡ 　　　　･　　ﾟ☆ ｡ https://www.buzzfeednews.com/article/juliareinstein/2018-memes?bftwnews&utm_term=4ldqpgc#4ldqpgc …,1545594784000
482,"A college student who was fed up with her university's silence over a string of hate crimes on campus, was told to remove a ""fuck Nazis"" sign because it wasn't inclusive https://www.buzzfeednews.com/article/leticiamiranda/a-college-student-was-told-to-remove-a-fuck-nazis-sign?bftwnews&utm_term=4ldqpgc#4ldqpgc …",1545594048000
483,These photos show the aftermath of the deadly tsunami in Indonesia  https://www.buzzfeednews.com/article/talalansari/photos-aftermath-deadly-tsunami-indonesia?bftwnews&utm_term=4ldqpgc#4ldqpgc … pic.twitter.com/YiNToWscyU,1545593031000
484,These Brits were too young to vote against Brexit the first time around – but now they're calling for a second referendum to stop it https://www.buzzfeed.com/hannahalothman/these-young-people-want-to-vote-against-brexit?bftwuk&bftwnews&utm_term=4ldqpgc#4ldqpgc …,1545591992000
485,"Patrick Shanahan, who will become acting secretary of defense on Jan. 1, worked at Boeing for three decades — most recently as a vice president — before joining the Trump administration https://www.buzzfeednews.com/article/nidhiprakash/trump-pushing-mattis-out-early?ref=bfnsplash&bftwnews&utm_term=4ldqpgc#4ldqpgc …",1545591258000
486,"This woman creates ""pineapple leather"" that's environmentally friendly and a vegan alternative 🍍 pic.twitter.com/RoTLNfEbe0",1545588660000
487,"In December, Trump has announced the departures of his chief of staff, defense secretary, and interior secretary https://www.buzzfeednews.com/article/maryanngeorgantopoulos/trump-administration-departures?bftwnews&utm_term=4ldqpgc#4ldqpgc …",1545588329000
488,Trump is pushing Defense Secretary James Mattis out of his post two months early  https://www.buzzfeednews.com/article/nidhiprakash/trump-pushing-mattis-out-early?bftwnews&utm_term=4ldqpgc#4ldqpgc …,1545585619000
489,"The Libya conflict, which started in 2011, was the first major war that took place entirely during the social media era. Militants and civilians documented the conflict in real time.  This has fundamentally shifted how war crimes are prosecuted. https://www.buzzfeednews.com/article/meghara/facebook-youtube-icc-war-crimes?bftwnews&utm_term=4ldqpgc#4ldqpgc …",1545584626000
490,“The thing you have to understand about Andrew is he’s been told he’s going to be president someday his entire life.”  Andrew Gillum’s done feeling sorry for himself. A presidential run could come next. https://www.buzzfeednews.com/article/darrensands/andrew-gillum-2020-election-primary-florida?bftwnews&utm_term=4ldqpgc#4ldqpgc …,1545583411000
491,"Trump and some of his top advisers had a lunch meeting to discuss the shutdown, but the White House invited only Republican lawmakers to attend https://www.buzzfeednews.com/article/lissandravilla/shutdown-government-trump-white-house?bftwnews&utm_term=4ldqpgc#4ldqpgc …",1545581549000
492,28 of our biggest photo stories from 2018  https://www.buzzfeednews.com/article/gabrielsanchez/our-biggest-photo-stories-from-2018?bftwnews&utm_term=4ldqpgc#4ldqpgc … pic.twitter.com/yFB7sXUPlX,1545579774000
493,"A video showed the Indonesia tsunami hit while pop band Seventeen was performing, causing the stage to topple as water rushed over.  The band said that its bass player and road manager were found dead, and three other band members were missing. https://www.buzzfeednews.com/article/skbaer/indonesia-tsunami?ref=bfnsplash&bftwnews&utm_term=4ldqpgc#4ldqpgc …",1545579174000
494,A Steve Bannon ally went to South Africa and did firearms training with a white nationalist group https://www.buzzfeednews.com/article/lesterfeder/bannon-ally-under-fire-for-doing-weapons-training-with?bftwnews&utm_term=4ldqpgc#4ldqpgc …,1545577346000
495,The death toll from the tsunami that struck Indonesia Saturday night has risen to at least 222  https://www.buzzfeednews.com/article/skbaer/indonesia-tsunami?ref=bfnsplash&bftwnews&utm_term=4ldqpgc#4ldqpgc …,1545576257000
496,Two people arrested on Friday night after London's Gatwick airport was shutdown for more than 36 hours due to drones flying over the runways have been released without charge https://www.buzzfeednews.com/article/ellievhall/drones-gatwick-airport-grounded-christmas-holiday-travel?bftwnews&utm_term=4ldqpgc#4ldqpgc …,1545574424000
497,"These women brought members of Congress down, and suffered for it.   A year later, they say it was worth it. https://www.buzzfeednews.com/article/lissandravilla/metoo-washington-capitol-hill-year-later?bftwnews&utm_term=4ldqpgc#4ldqpgc …",1545571009000
498,A black high school wrestler was reportedly forced to cut off his dreadlocks or else forfeit the match https://www.buzzfeednews.com/article/juliareinstein/black-high-school-wrestler-forced-haircut-dreadlocks-referee?bftwnews&utm_term=4ldqpgc#4ldqpgc …,1545566401000
499,"That fun viral video of a former NASA engineer pranking package thieves, which made the entire internet feel vindicated, is not what it seems https://www.buzzfeednews.com/article/briannasacks/glitter-bomb-package-thief-video-not-entirely-real?bftwnews&utm_term=4ldqpgc#4ldqpgc …",1545564600000
500,Former Gossip Girl actor Penn Badgley called out privileged white performers who he says take roles that should go to actors from marginalized communities https://www.buzzfeednews.com/article/michaelblackmon/penn-badgley-white-actors?bftwnews&utm_term=4ldqpgc#4ldqpgc …,1545562802000
501,"The Libya conflict, which started in 2011, was the first major war that took place entirely during the social media era. Militants and civilians documented the conflict in real time.  This has fundamentally shifted how war crimes are prosecuted.  https://www.buzzfeednews.com/article/meghara/facebook-youtube-icc-war-crimes?bftwnews&utm_term=4ldqpgc#4ldqpgc …",1545561000000
502,These Brits were too young to vote against Brexit the first time around – but now they're calling for a second referendum to stop it.   https://www.buzzfeed.com/hannahalothman/these-young-people-want-to-vote-against-brexit?bftwuk&bftwnews&utm_term=4ldqpgc#4ldqpgc …,1545559570000
503,"""Other people are asking, ‘Now you are safe, what are you doing for your society?’ It is a lot of pressure.” https://www.buzzfeednews.com/article/rosebuchanan/hassan-al-kontar-syria-refugee-canada-malaysia-airport?bftwnews&utm_term=4ldqpgc#4ldqpgc …",1545559201000
504,"This year was an especially good year for crime writing, both fiction and nonfiction https://www.buzzfeednews.com/article/sarahweinman/best-thrillers-crime-writing-2018?bftwnews&utm_term=4ldqpgc#4ldqpgc …",1545557460000
505,"A tsunami that may have been caused by underwater landslides from a volcanic island hit Indonesia Saturday night, killing more than 160 people and injuring hundreds of others, government officials said. https://www.buzzfeednews.com/article/skbaer/indonesia-tsunami?bftwuk&utm_term=4ldqpgm#4ldqpgm …",1545556061000
506,"A Colorado man has been arrested and charged with murder in connection with the disappearance of his fiancé, Kelsey Berreth, who went missing on Thanksgiving Day https://www.buzzfeednews.com/article/davidmack/colorado-kelsey-berreth-missing-fiance-thanksgiving?bftwnews&utm_term=4ldqpgc#4ldqpgc …",1545554700000
507,"Senate Majority Leader Mitch McConnell announced Saturday that the Senate will not return until Dec. 27, meaning the shutdown will now last at least through Christmas https://www.buzzfeednews.com/article/lissandravilla/shutdown-government-trump-white-house?bftwnews&utm_term=4ldqpgc#4ldqpgc …",1545552900000
508,2018 has been a year of revelations https://www.buzzfeednews.com/article/marisacarroll/the-best-crime-and-justice-reporting-2018?bftwnews&utm_term=4ldqpgc#4ldqpgc …,1545551100000
509,"The average man or woman in the US is no longer just overweight, but can now be classified as just shy of being obese https://www.buzzfeednews.com/article/laurenstrapagiel/average-person-obese-bmi?bftwnews&utm_term=4ldqpgc#4ldqpgc …",1545549300000
510,Yukai Yang allegedly attempted to murder his roommate Juwan Royal by putting small amounts of poison in his food and drinks over a period of at least two months https://www.buzzfeednews.com/article/otilliasteadman/lehigh-university-attempt-murder-roommate?bftwnews&utm_term=4ldqpgc#4ldqpgc …,1545547500000
511,Give the gift of language https://www.buzzfeednews.com/article/meganp25/9-last-minute-book-gifts-for-language-lovers?bftwnews&utm_term=4ldqpgc#4ldqpgc …,1545545700000
512,A visual reminder of the good things in 2018 https://www.buzzfeednews.com/article/gabrielsanchez/27-pictures-from-2018-that-will-restore-your-faith-in?bftwnews&utm_term=4ldqpgc#4ldqpgc …,1545542100000
513,The FDA is warning that necklaces and bracelets used to relieve a baby's teething pain can be deadly for children https://www.buzzfeednews.com/article/carolinekee/fda-warns-teething-jewerly-risky-baby-death?bftwnews&utm_term=4ldqpgc#4ldqpgc …,1545540300000
514,"A decorated Iraq War veteran whose viral online fundraiser for Trump's border wall surpassed $12 million has an extensive history of creating and profiting from fake, inflammatory news and conspiracy theories https://www.buzzfeednews.com/article/briannasacks/veteran-gofundme-border-wall-fake-news?bftwnews&utm_term=4ldqpgc#4ldqpgc …",1545538500000
515,"Parents and a former employee say staff at the El Dorado Hills school, where a 13-year-old student on the autism spectrum lost consciousness and later died after being restrained last month, put students in facedown holds on a daily basis https://www.buzzfeednews.com/article/skbaer/autistic-student-death-dangerous-restraints?bftwnews&utm_term=4ldqpgc#4ldqpgc …",1545536700000
516,"A video appeared to show the tsunami hit while a band was performing, causing the stage to topple over as the water rushed over the audience  https://www.buzzfeednews.com/article/skbaer/indonesia-tsunami?bftwnews&utm_term=4ldqpgc#4ldqpgc …",1545534999000
517,The year hasn’t shaped up quite like the president envisioned https://www.buzzfeednews.com/article/tariniparti/trump-government-shutdown-mueller-2018?bftwnews&utm_term=4ldqpgc#4ldqpgc …,1545534900000
518,"It’s not just you — people are prone to moods during the holidays, and more than half feel some stress and fatigue during the final weeks of the year https://www.buzzfeednews.com/article/danvergano/holiday-stress-depression-christmas?bftwnews&utm_term=4ldqpgc#4ldqpgc …",1545533100000
519,At least 40 people have been killed and hundreds of others injured after a tsunami struck Indonesia  https://www.buzzfeednews.com/article/skbaer/indonesia-tsunami?bftwnews&utm_term=4ldqpgc#4ldqpgc …,1545531414000
520,An off-duty FBI agent who accidentally shot a man in June while dancing at a Denver bar has reached a plea deal and will not serve jail time. https://www.buzzfeednews.com/article/juliareinstein/dancing-fbi-agent-shot-man-no-jail-time?bftwnews&utm_term=4ldqpgc#4ldqpgc …,1545531300000
521,"Talking about mental health is often considered taboo in the black community, but it's ok not to be ok sometimes ❤️  Catch #HellaOpinions live Wednesdays at 9pm ET, right here on Twitter 🍹 pic.twitter.com/743YfMUasr",1545530875000
522,"Should Cory Booker run for president — a decision that could come as early as the end of the year, according to some members of his orbit — it will be in an idiosyncratic lane of his own making https://www.buzzfeednews.com/article/rubycramer/cory-booker-is-building-a-2020-campaign-thats-just-like-him?bftwnews&utm_term=4ldqpgc#4ldqpgc …",1545529500000
523,"The US envoy for the global coalition to fight ISIS, Brett McGurk, is resigning over President Trump's decision to withdraw US troops from Syria https://www.buzzfeednews.com/article/amberjamieson/brett-mcgurk-resigns-trump-syria?bftwnews&utm_term=4ldqpgc#4ldqpgc …",1545527700000
524,Former president Barack Obama surprised kids with presents at a children's hospital pic.twitter.com/MtIackQQW6,1545521520000
525,How Sherrod Brown turned his rumpled authenticity into a brand — and gave himself a good story to tell in 2020 https://www.buzzfeednews.com/article/henrygomez/sherrod-brown-connie-schultz-2020-primary-ohio-president?bftwnews&utm_term=4ldqpgc#4ldqpgc …,1545519120000
